dataset_description,dataset_issued,dataset_modified,dataset_title,download_url,end_date,file_description,file_issued,file_modified,file_title,format,info_url,licence,publisher,source,start_date
"The aim of the eHeritage project, over 2001 to 2012, was to accelerate the use of technology and innovation across the Tasmanian local history and heritage community to make their identity, collections and services more visible and known.  It enabled these organisations to digitise and web publish descriptions (and often images) of their collections and information resources.

The primary output was the eHeritage website http://eheritage.statelibrary.tas.gov.au/ at which 30 organisations regularly added descriptions and images.

The data was presented at the website under 4 key fields:

* Title
* Objects
* Subjects
* Institution

This is represented in the structure of the open data sets.

The website was archived in 2013.  

By then 26,317 rows of raw data had been created that describe items held in cultural collections across Tasmania.  Another 99,704 records were created that relate specifically to the location of gravesites across Tasmania along with transcriptions of the details recorded on tombstones at the sites and often an image as well.",2017-07-17T00:58:57Z,2018-07-25T02:05:04Z,eHeritage data,https://data.gov.au/dataset/824306c0-ace3-482f-9476-f7ce9abd89de/resource/7e626528-313d-4b52-9fc4-a5a2c6999c5b/download/eheritage-data.json,2012-01-01T00:00Z,,2017-07-17T11:01:27Z,2017-07-17T01:01:26Z,eHeritage Data (JSON),JSON,https://data.gov.au/data/dataset/824306c0-ace3-482f-9476-f7ce9abd89de,Creative Commons Attribution 2.5 Australia,Libraries Tasmania,data.gov.au,2001-01-01T00:00Z
"The aim of the eHeritage project, over 2001 to 2012, was to accelerate the use of technology and innovation across the Tasmanian local history and heritage community to make their identity, collections and services more visible and known.  It enabled these organisations to digitise and web publish descriptions (and often images) of their collections and information resources.

The primary output was the eHeritage website http://eheritage.statelibrary.tas.gov.au/ at which 30 organisations regularly added descriptions and images.

The data was presented at the website under 4 key fields:

* Title
* Objects
* Subjects
* Institution

This is represented in the structure of the open data sets.

The website was archived in 2013.  

By then 26,317 rows of raw data had been created that describe items held in cultural collections across Tasmania.  Another 99,704 records were created that relate specifically to the location of gravesites across Tasmania along with transcriptions of the details recorded on tombstones at the sites and often an image as well.",2017-07-17T00:58:57Z,2018-07-25T02:05:04Z,eHeritage data,https://data.gov.au/dataset/824306c0-ace3-482f-9476-f7ce9abd89de/resource/6eb7c85f-6499-42e8-bd13-3bb2bbf45705/download/eheritage-data.xml,2012-01-01T00:00Z,,2017-07-17T11:02:13Z,2017-07-17T01:02:13Z,eHeritage Data (XML),XML,https://data.gov.au/data/dataset/824306c0-ace3-482f-9476-f7ce9abd89de,Creative Commons Attribution 2.5 Australia,Libraries Tasmania,data.gov.au,2001-01-01T00:00Z
"Over 197,759 records (as at 14/4/2016) of people born in Tasmania including some baptisms collected by the Registrar General (1900-1933 baptisms only) and available from the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Births%09Births). ",2015-06-16T03:02:06Z,2018-07-25T02:03:29Z,Tasmanian Births (1803-1933),https://data.gov.au/dataset/c8a4d43f-7ab5-40c4-817e-7babdc43e0f2/resource/8d710758-26ce-46ca-972d-5067db3a75d2/download/births.csv,1933-01-01T00:00Z,,2016-03-22T09:42:58Z,2017-11-07T18:03:32Z,Tasmanian Births - CSV,CSV,https://data.gov.au/data/dataset/c8a4d43f-7ab5-40c4-817e-7babdc43e0f2,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1803-01-01T00:00Z
"Over 197,759 records (as at 14/4/2016) of people born in Tasmania including some baptisms collected by the Registrar General (1900-1933 baptisms only) and available from the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Births%09Births). ",2015-06-16T03:02:06Z,2018-07-25T02:03:29Z,Tasmanian Births (1803-1933),https://data.gov.au/dataset/c8a4d43f-7ab5-40c4-817e-7babdc43e0f2/resource/a7c05fba-f620-4380-9a5e-b34bbb327fb2/download/births.xml,1933-01-01T00:00Z,,2016-03-22T09:44:42Z,2017-11-07T18:05Z,Tasmanian Births - XML,XML,https://data.gov.au/data/dataset/c8a4d43f-7ab5-40c4-817e-7babdc43e0f2,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1803-01-01T00:00Z
"Over 197,759 records (as at 14/4/2016) of people born in Tasmania including some baptisms collected by the Registrar General (1900-1933 baptisms only) and available from the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Births%09Births). ",2015-06-16T03:02:06Z,2018-07-25T02:03:29Z,Tasmanian Births (1803-1933),https://data.gov.au/dataset/c8a4d43f-7ab5-40c4-817e-7babdc43e0f2/resource/4e30dd59-f38d-489a-8ee5-817ac70e5f1a/download/births.json,1933-01-01T00:00Z,,2016-03-22T09:45:33Z,2017-11-07T18:05:56Z,Tasmanian Births - JSON,JSON,https://data.gov.au/data/dataset/c8a4d43f-7ab5-40c4-817e-7babdc43e0f2,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1803-01-01T00:00Z
"Wills and letters of administration of estates registered for probate. Over 104,122  records (as at 14/4/2016). 
Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Wills%09Wills).",2015-06-18T01:43:26Z,2018-07-25T01:46:18Z,Tasmanian Wills (1824-1989),https://data.gov.au/dataset/e897a164-153a-448b-9558-ec0b57079b3d/resource/3e4a55d2-554f-4577-a530-7fcb2d255060/download/wills.csv,1989-01-01T00:00Z,,2016-03-22T10:46:46Z,2017-11-07T18:15:30Z,Tasmanian Wills - CSV,CSV,https://data.gov.au/data/dataset/e897a164-153a-448b-9558-ec0b57079b3d,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1824-01-01T00:00Z
"Wills and letters of administration of estates registered for probate. Over 104,122  records (as at 14/4/2016). 
Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Wills%09Wills).",2015-06-18T01:43:26Z,2018-07-25T01:46:18Z,Tasmanian Wills (1824-1989),https://data.gov.au/dataset/e897a164-153a-448b-9558-ec0b57079b3d/resource/880d70fb-10d3-4982-bf9c-313ac9f774c7/download/wills.xml,1989-01-01T00:00Z,,2016-03-22T10:47:35Z,2017-11-07T18:16:15Z,Tasmanian Wills - XML,XML,https://data.gov.au/data/dataset/e897a164-153a-448b-9558-ec0b57079b3d,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1824-01-01T00:00Z
"Wills and letters of administration of estates registered for probate. Over 104,122  records (as at 14/4/2016). 
Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Wills%09Wills).",2015-06-18T01:43:26Z,2018-07-25T01:46:18Z,Tasmanian Wills (1824-1989),https://data.gov.au/dataset/e897a164-153a-448b-9558-ec0b57079b3d/resource/752573d2-3c05-44c3-b8fa-fcc4b79ac4db/download/wills.json,1989-01-01T00:00Z,,2016-03-22T10:48:09Z,2017-11-07T18:16:35Z,Tasmanian Wills - JSON,JSON,https://data.gov.au/data/dataset/e897a164-153a-448b-9558-ec0b57079b3d,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1824-01-01T00:00Z
"Over 450 records (as at 14/4/2016) of prisoners in the Hobart gaol.
Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Prisoners%09Prisoners).
",2015-06-18T01:54:13Z,2018-07-25T01:48:25Z,Tasmanian Prisoners (1895-1902),https://data.gov.au/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac/resource/2dc53c91-40a6-4eac-8b12-949bf0278bf2/download/prisoners.csv,1902-01-01T00:00Z,,2016-03-22T10:44:18Z,2017-11-07T18:15:06Z,Tasmanian Prisoners - CSV,CSV,https://data.gov.au/data/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1895-01-01T00:00Z
"Over 450 records (as at 14/4/2016) of prisoners in the Hobart gaol.
Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Prisoners%09Prisoners).
",2015-06-18T01:54:13Z,2018-07-25T01:48:25Z,Tasmanian Prisoners (1895-1902),https://data.gov.au/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac/resource/1e1ef73d-b096-455b-95f1-0147549f9bb6/download/prisoners.xml,1902-01-01T00:00Z,,2016-03-22T10:44:49Z,2017-11-07T18:15:13Z,Tasmanian Prisoners - XML,XML,https://data.gov.au/data/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1895-01-01T00:00Z
"Over 450 records (as at 14/4/2016) of prisoners in the Hobart gaol.
Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Prisoners%09Prisoners).
",2015-06-18T01:54:13Z,2018-07-25T01:48:25Z,Tasmanian Prisoners (1895-1902),https://data.gov.au/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac/resource/441035ce-d276-4112-a871-94d51bb8714f/download/prisoners.json,1902-01-01T00:00Z,,2016-03-22T10:45:15Z,2017-11-07T18:15:18Z,Tasmanian Prisoners - JSON,JSON,https://data.gov.au/data/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1895-01-01T00:00Z
"Descriptive records for series held by Libraries Tasmania

These records can also be viewed online here: https://librariestas.ent.sirsidynix.net.au/client/en_AU/tas/search/results?te=ARCHIVES_SERIES",2016-04-06T06:15:06Z,2018-07-25T01:34:59Z,Libraries Tasmania Archives Series,https://data.gov.au/dataset/575f1bb4-87ed-4f08-990d-3cfcd06ccd9c/resource/4ca7e432-e3f6-411d-adf3-1eab2efe2147/download/archivesoneseries.csv,,,2016-04-06T16:15:28Z,2017-11-07T18:17:37Z,Archives Series - CSV,CSV,https://data.gov.au/data/dataset/575f1bb4-87ed-4f08-990d-3cfcd06ccd9c,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,
"Descriptive records for series held by Libraries Tasmania

These records can also be viewed online here: https://librariestas.ent.sirsidynix.net.au/client/en_AU/tas/search/results?te=ARCHIVES_SERIES",2016-04-06T06:15:06Z,2018-07-25T01:34:59Z,Libraries Tasmania Archives Series,https://data.gov.au/dataset/575f1bb4-87ed-4f08-990d-3cfcd06ccd9c/resource/1b03a062-d376-4304-be64-125efc180539/download/archivesoneseries.xml,,,2016-04-06T16:15:59Z,2017-11-07T18:18:15Z,Archives Series - XML,XML,https://data.gov.au/data/dataset/575f1bb4-87ed-4f08-990d-3cfcd06ccd9c,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,
"Descriptive records for series held by Libraries Tasmania

These records can also be viewed online here: https://librariestas.ent.sirsidynix.net.au/client/en_AU/tas/search/results?te=ARCHIVES_SERIES",2016-04-06T06:15:06Z,2018-07-25T01:34:59Z,Libraries Tasmania Archives Series,https://data.gov.au/dataset/575f1bb4-87ed-4f08-990d-3cfcd06ccd9c/resource/ec6d7702-ea1b-44ba-a85a-3b61d6082e68/download/archivesoneseries.json,,,2016-04-06T16:16:21Z,2017-11-07T18:18:50Z,Archives Series - JSON,JSON,https://data.gov.au/data/dataset/575f1bb4-87ed-4f08-990d-3cfcd06ccd9c,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,
"Includes records from the New Norfolk Colonial Hospital and the Queen's Orphan School. Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Health+%26+Welfare%09Health+%26+Welfare).

Over 386 records (as at 14/4/2016).",2016-03-21T23:57:48Z,2018-07-25T01:58:20Z,Tasmanian Health & Welfare Records (1829-1873),https://data.gov.au/dataset/7adb79ba-2ce3-4f2d-96cb-6536d1c6034f/resource/ba3d9d0f-df12-4016-b3b4-23fc84fb77b8/download/health-welfare.csv,1873-01-01T00:00Z,,2016-03-22T10:58:32Z,2017-11-07T18:11:43Z,Tasmanian Health & Welfare Records - CSV,CSV,https://data.gov.au/data/dataset/7adb79ba-2ce3-4f2d-96cb-6536d1c6034f,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1829-01-01T00:00Z
"Includes records from the New Norfolk Colonial Hospital and the Queen's Orphan School. Available via the [Tasmanian Names Index](https://librariestas.ent.sirsidynix.net.au/client/en_AU/names/search/results?qf=NI_INDEX%09Record+type%09Health+%26+Welfare%09Health+%26+Welfare).

Over 386 records (as at 14/4/2016).",2016-03-21T23:57:48Z,2018-07-25T01:58:20Z,Tasmanian Health & Welfare Records (1829-1873),https://data.gov.au/dataset/7adb79ba-2ce3-4f2d-96cb-6536d1c6034f/resource/35ce31a8-2298-4085-bdcd-cef2f454d4ff/download/health-welfare.xml,1873-01-01T00:00Z,,2016-03-22T10:59:05Z,2017-11-07T18:11:48Z,Tasmanian Health & Welfare Records - XML,XML,https://data.gov.au/data/dataset/7adb79ba-2ce3-4f2d-96cb-6536d1c6034f,Creative Commons Attribution 4.0 International,Libraries Tasmania,data.gov.au,1829-01-01T00:00Z
