organisation,author,created,last_modified,package_title,file_title,date_from,date_to,description,licence,info,url
Housing and Public Works,info@archives.qld.gov.au,2014-06-24T01:13:37.732201,2014-06-24T01:13:37.732201,Civil servants 1865 to 1867,Civil servants 1865 to 1867,,,"This open data file lists the names of Queensland public servants as taken from the returns for individual officers and public service departments between 1865 and 1867. Information also includes the date of birth, occupation, number and Queensland State Archives' catalogue details.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/c2201299-0277-46c5-9589-374bf6bcc38f,https://data.qld.gov.au/dataset/c2201299-0277-46c5-9589-374bf6bcc38f/resource/4614bd84-c2d9-475d-9610-7ca26c78b72b/download/civil-servants-1865-1867.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-24T03:38:23.182468,2014-06-24T03:38:23.182468,Coloured labour and asiatic aliens in Queensland 1913,Coloured labour and asiatic aliens in Queensland 1913,,,"This open data file lists the names of non-British subjects in Queensland as recorded in the correspondence of the Chief Secretary’s Office in 1913. Information also includes birth place, naturalization, age, occupation, year of arrival, residence and police district and subdistrict.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/614cfd9c-3240-4f38-ac94-d2718143430f,https://data.qld.gov.au/dataset/614cfd9c-3240-4f38-ac94-d2718143430f/resource/34eed2da-aa3f-4cca-9e14-a4a770f3ade6/download/coloured-labour-and-asiatic-aliens-in-qld-1913.csv
Housing and Public Works,info@archives.qld.gov.au,2017-01-10T08:00:31.837389,2017-01-10T08:00:31.837389,Companies 1863 to 1959,Companies 1863 to 1959,,,"This index was compiled from the Registers of Companies for the three Company Registry Districts of Queensland (Northern, Central and Southern) between 1863 and 1959. Read more about these company registers at www.archives.qld.gov.au.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f/resource/fd73f8e7-5fdf-4b98-9702-d17da31d1845/download/companies-1863-1959.csv
Housing and Public Works,info@archives.qld.gov.au,2014-07-07T06:16:36.194277,2014-07-07T06:16:36.194277,Companies 1863 to 1959,"Companies 1863 to 1959, 1 to A",,,"This open data file lists the names of companies 1 to A, which are no longer in existence, as recorded by the Company Registry Districts of Queensland between 1863 and 1959. Information also includes date of registration, file and book number, registration year and companies office. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/Companies1-A.csv
Housing and Public Works,info@archives.qld.gov.au,2014-07-07T06:18:17.322873,2014-07-07T06:18:17.322873,Companies 1863 to 1959,"Companies 1863 to 1959, B to C",,,"This open data file lists the names of companies B to C, which are no longer in existence, as recorded by the Company Registry Districts of Queensland between 1863 and 1959. Information also includes date of registration, file and book number, registration year and companies office. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/CompaniesB-C.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-26T00:36:43.830365,2014-06-26T00:36:43.830365,Companies 1863 to 1959,"Companies 1863 to 1959, D to H",,,"This open data file lists the names of companies D to H, which are no longer in existence, as recorded by the Company Registry Districts of Queensland between 1863 and 1959. Information also includes date of registration, file and book number, registration year and companies office. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/CompaniesD-H.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-26T00:37:53.279040,2014-06-26T00:37:53.279040,Companies 1863 to 1959,"Companies 1863 to 1959, I to N",,,"This open data file lists the names of companies I to N, which are no longer in existence, as recorded by the Company Registry Districts of Queensland between 1863 and 1959. Information also includes date of registration, file and book number, registration year and companies office. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/CompaniesI-N.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-26T00:39:07.731111,2014-06-26T00:39:07.731111,Companies 1863 to 1959,"Companies 1863 to 1959, O to T",,,"This open data file lists the names of companies O to T, which are no longer in existence, as recorded by the Company Registry Districts of Queensland between 1863 and 1959. Information also includes date of registration, file and book number, registration year and companies office. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/CompaniesO-T.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-26T00:39:56.528967,2014-06-26T00:39:56.528967,Companies 1863 to 1959,"Companies 1863 to 1959, U to Z",,,"This open data file lists the names of companies U to Z, which are no longer in existence, as recorded by the Company Registry Districts of Queensland between 1863 and 1959. Information also includes date of registration, file and book number, registration year and companies office. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/cf3fb933-34a2-4200-9c6e-c806bbc58a1f,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/CompaniesU-Z.csv
Housing and Public Works,info@archives.qld.gov.au,2014-09-29T04:43:57.774397,2014-09-29T04:43:57.774397,Consumptive patients 1897 to 1902,Consumptive patients 1897 to 1902,,,"This open data file lists the names of patients hospitalised with consumption in the Roma sanatorium and the Jubilee Sanatorium at Dalby for the period 1897 to 1902. Information also includes the date of admission, letter number and Queensland State Archives' catalogue details. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/f7cacf38-4f72-4f97-a393-81c3bfa1f1e8,https://data.qld.gov.au/dataset/f7cacf38-4f72-4f97-a393-81c3bfa1f1e8/resource/2a311e6a-17b9-47ad-ae02-0141935c8193/download/consumptive-patients-index-1897-1902.csv
Housing and Public Works,info@archives.qld.gov.au,2012-12-13T04:46:12.130163,2012-12-13T04:46:12.130163,Convict register (chronological) 1824 to 1839,Alphabetical list of prisoners 1824 to 1839,,,"This open data file lists the names of convicts (Crown prisoners) at Moreton Bay penal settlement from 1824 to 1839. Information also includes height, complexion, eye and hair colour, age, religion and native place and Queensland State Archives' catalogue details.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/75d36b23-4510-463e-aa85-0fac1d7b3899,https://data.qld.gov.au/dataset/75d36b23-4510-463e-aa85-0fac1d7b3899/resource/7a945dca-11b2-40f8-b8d6-917e3b4c8a26/download/alphabetical-list-of-prisoners.csv
Housing and Public Works,info@archives.qld.gov.au,2018-03-02T01:33:46.947119,2018-03-02T01:33:46.947119,Convict register (chronological) 1824 to 1839,Chronological Register of Convicts 1824-1839,,,"This open data file lists the names of convicts (Crown prisoners) at Moreton Bay penal settlement from 1824 to 1839. Information also includes height, complexion, eye and hair colour, age, religion and native place and Queensland State Archives' catalogue details.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/75d36b23-4510-463e-aa85-0fac1d7b3899,https://data.qld.gov.au/dataset/75d36b23-4510-463e-aa85-0fac1d7b3899/resource/f79328f8-faa0-4465-8e9d-b9a65f3ab386/download/chronological-register-of-convicts-1824-1839.csv
Housing and Public Works,info@archives.qld.gov.au,2012-12-13T04:46:12.130151,2012-12-13T04:46:12.130151,Convict register (chronological) 1824 to 1839,List of prisoners 1839,,,"This open data file lists the names of prisoners in the Ordinary Service of the Crown at Moreton Bay in 1839. Information also includes prisoner number, name of the ship on which the prisoner arrived at Moreton Bay, date and Queensland State Archives' catalogue details.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/75d36b23-4510-463e-aa85-0fac1d7b3899,https://data.qld.gov.au/dataset/75d36b23-4510-463e-aa85-0fac1d7b3899/resource/6ece07a7-35d1-4a49-ba4a-0a9878251924/download/list-of-prisoners-1839.csv
Housing and Public Works,,2018-02-23T04:53:49.407686,2018-02-23T04:53:49.407686,Corporate School Files - Works/Facilities (Works Establishment Files) 1871-1998,Corporate School Files - Works/Facilities (Works Establishment Files) 1871-1998,,,"This series comprises correspondence files relating to requests, lodged by various State Schools, for supplies, requisitions, equipment and building facilities (including furniture, teaching materials, lighting, teacher accommodation, etc).

The files also include correspondence relating to the acquisition of land for the establishment or extension of schools, the opening or closure of state schools, etc. Other items attached to the correspondence include rough development plans, costings and briefs, notices of permanent road closures, letters of complaint, etc.

The files contain correspondence between various authorities, namely: the Director-General of Education, Teachers and Principles of the schools concerned, the Department of Administrative Services, the Minister for Education, the Minister for Land Management, the Resources Management Directorate, Shire Councils, Crown Solicitor and the Parliamentary Commission for Administrative Investigations.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/c1d5bf09-e06d-49ab-9d84-290840574971,https://data.qld.gov.au/dataset/c1d5bf09-e06d-49ab-9d84-290840574971/resource/fa2d0bed-9253-4948-8ef9-abe4a3d92153/download/corporate-school-files-works-estblishment-1871-1998.csv
Housing and Public Works,info@archives.qld.gov.au,2012-12-13T02:42:50.445588,2012-12-13T02:42:50.445588,Criminal depositions 1861 to 1885,Criminal depositions 1861-1885,,,This open data file lists the names of the accused committed for trial or sentence at the several criminal courts of Queensland from 1861 to 1885. Information also includes Queensland State Archives' catalogue details.,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/e9bde4ac-6800-486f-ac32-725844eec666,https://data.qld.gov.au/dataset/e9bde4ac-6800-486f-ac32-725844eec666/resource/cb74e964-85df-4261-a4c6-4d1be5702f9d/download/criminal-depositions-1861-1885.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-25T04:39:29.605858,2014-06-25T04:39:29.605858,Dental Board 1903 to 1932,Dental Board 1910 to  1932,,,"This open data file lists the names of Queensland dentists as taken from the correspondence of the Dental Board relating to registration from 1910 to 1932. Information also includes the letter number, date of registration and Queensland State Archives' catalogue details.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/9832a40d-9b9b-46f8-b096-24dc4f1b1b0a,https://data.qld.gov.au/dataset/9832a40d-9b9b-46f8-b096-24dc4f1b1b0a/resource/cab24815-f422-4fc3-965c-0acbc5a51862/download/dental-board-1900-1931.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-25T04:40:50.843789,2014-06-25T04:40:50.843789,Dental Board 1903 to 1932,Dentist Apprentices 1903 to 1925,,,This open data file lists the names of persons apprenticed to a Dental Professional and those with whom they served as taken from the correspondence of the Dental Board between 1903 and 1925. Information also includes the document referenced and Queensland State Archives' catalogue details.,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/9832a40d-9b9b-46f8-b096-24dc4f1b1b0a,https://data.qld.gov.au/dataset/9832a40d-9b9b-46f8-b096-24dc4f1b1b0a/resource/df6b283f-4b16-42cc-8332-4db43f93dd7c/download/dentist-apprentices-1903-1925.csv
Housing and Public Works,info@archives.qld.gov.au,2014-06-25T04:37:57.111916,2014-06-25T04:37:57.111916,Dental Board 1903 to 1932,Dentists 1903 to 1932,,,This open data file lists the names of Queensland dentists as taken from the correspondence of the Dental Board relating to registration from 1903 to 1932. Information also includes the letter number and Queensland State Archives' catalogue details.,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/9832a40d-9b9b-46f8-b096-24dc4f1b1b0a,https://data.qld.gov.au/dataset/9832a40d-9b9b-46f8-b096-24dc4f1b1b0a/resource/99661cb1-b77f-464d-b5e7-e837191b4cd6/download/dentists-1903-1932.csv
Housing and Public Works,info@archives.qld.gov.au,2013-03-04T00:20:34.044969,2013-03-04T00:20:34.044969,Divorces 1861 to 1894,Divorces 1861-1894,,,"This open data file lists the names of respondents and co-respondents involved in matrimonial petitions (otherwise known as divorces or writs) at the Supreme Court, Brisbane, from 1861 to 1894. Information also includes the writ number, Supreme Court district and Queensland State Archives' catalogue details.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/311d7008-5f29-4419-a50c-c490607e2373,https://data.qld.gov.au/dataset/311d7008-5f29-4419-a50c-c490607e2373/resource/9db95d63-c79c-4224-8811-6d414765089a/download/divorces-1861-1894.csv
Housing and Public Works,info@archives.qld.gov.au,2013-03-03T23:48:22.785307,2013-03-03T23:48:22.785307,Equity files 1857 to 1899,Equity files 1857 to 1899,,,"This open data file lists the names of people and businesses involved in equity cases before the Supreme Court, Brisbane. Details include the date the case was first filed, the file number and Queensland State Archives' catalogue details.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/1364e928-ed55-49d8-92ef-856fa52395c8,https://data.qld.gov.au/dataset/1364e928-ed55-49d8-92ef-856fa52395c8/resource/80c49c0a-36f8-47ab-a3ae-a63682385637/download/equity-files-1857-1899.csv
Housing and Public Works,web@archives.qld.gov.au,2018-01-19T04:05:53.712384,2018-01-19T04:05:53.712384,Farm Lads 1922-1940,Farm Lads 1922-1940,,,Names of boys involved in the Farm Lads migration scheme.,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/56d4bf7a-f31a-4d5f-bb6b-e471ce30ed5b,https://data.qld.gov.au/dataset/56d4bf7a-f31a-4d5f-bb6b-e471ce30ed5b/resource/02bf2d38-b520-427a-9530-6531560bab61/download/farm-lads-1922-1940.csv
