dataset_title,publisher,author,dataset_issued,dataset_modified,dataset_description,source,info_url,start_date,end_date,file_title,download_url,format,file_description,file_created,file_modified,file_size,licence
Queensland Museum collection of arachnid specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T22:44:14.425584,2019-07-10T16:41:46.569392,"A list of specimens of arachnid species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/640a5401-eeaf-43b8-b95f-986aada54327,,,Queensland Museum arachnids collection records,http://www.qm.qld.gov.au/microsites/data/arachnids-data/arachnids-data.csv,CSV,"A CSV file containing records of all arachnid specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/arachnids-data/headings.csv).",2014-02-18T22:44:45.386516,2017-06-22T00:00:00,87 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of bird specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T22:46:12.580451,2019-07-10T16:41:46.464988,"A list of specimens of bird species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/28bc722a-270c-4575-8d23-6cf3f06dec1f,,,Queensland Museum birds collection records,http://www.qm.qld.gov.au/microsites/data/birds-data/birds-data.csv,CSV,"A CSV file containing records of all bird specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/birds-data/headings.csv).",2014-02-18T22:46:40.880995,2017-06-23T00:00:00,29.2 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of amphibians and reptiles,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T22:36:38.813763,2019-07-10T16:41:40.902352,"A list of specimens of amphibian and reptile species in Queensland including their common names, scientific names, taxonomy, and locality.",data.qld.gov.au,https://data.qld.gov.au/dataset/42ced2fa-73fb-4eb1-a24d-64cb241de9a5,,,Queensland Museum amphibians and reptiles collection records,http://www.qm.qld.gov.au/microsites/data/amphibians-reptiles-data/amphibians-reptiles-data.csv,CSV,"A CSV file containing records of all amphibian and reptile specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and locality. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/amphibians-reptiles-data/headings.csv).",2014-02-18T22:37:38.848749,2017-06-22T00:00:00,82.5 MiB,Creative Commons Attribution 4.0
Board of the Queensland Museum Annual Report - Consultancies 2019-2020,Queensland Museum,opendata@qm.qld.gov.au,2020-09-30T04:20:57.940458,2020-10-01T00:01:34.562571,Queensland Museum Network Consultancies for the financial year 2019-2020,data.qld.gov.au,https://data.qld.gov.au/dataset/135a8ed3-ea45-4906-b7b4-889d1a1a657c,,,Board of the Queensland Museum Annual Report - Consultancies 2019-2020,https://www.data.qld.gov.au/dataset/135a8ed3-ea45-4906-b7b4-889d1a1a657c/resource/66bfba9b-e22c-49da-9398-26fef34742dc/download/2019-20-annual-report-consultancies-reporting-template.csv,CSV,Consultancies reported in the Queensland Museum Annual Report 2019-2020,2020-09-30T04:45:14.957510,2020-09-30T23:55:25.222342,408 bytes,Creative Commons Attribution 4.0
Board of the Queensland Museum Annual Report - Consultancies 2017-2018,Queensland Museum,opendata@qm.qld.gov.au,2018-10-12T06:24:02.188222,2020-09-30T04:31:34.429741,Queensland Museum Network Consultancies for the financial year 2017-2018,data.qld.gov.au,https://data.qld.gov.au/dataset/58a58e7c-51ed-4477-9549-e29153ba0b96,,,Board of the Queensland Museum Annual Report - Consultancies 2017-2018,https://www.data.qld.gov.au/dataset/58a58e7c-51ed-4477-9549-e29153ba0b96/resource/f743bb28-978b-4ee2-96be-dbe7600f00f5/download/queensland-museum-network-consultancies-2017-18.xlsx,XLSX,Consultancies reported in the Queensland Museum Annual Report 2017-2018,2018-10-12T06:25:53.579773,2018-10-12T06:25:53.502536,13.5 KiB,Creative Commons Attribution 4.0
Board of the Queensland Museum Annual Report - Consultancies 2016-2017,Queensland Museum,opendata@qm.qld.gov.au,2018-10-23T02:46:33.941097,2019-07-10T16:42:40.244311,Appendix to the Queensland Museum Network Annual Report for 2016-2017 that contains consultancies data for the financial year 2016-2017,data.qld.gov.au,https://data.qld.gov.au/dataset/58cef66f-2e4b-4283-8511-ded8d28fd9aa,,,Board of the Queensland Museum Annual Report - Consultancies 2016-17,https://www.data.qld.gov.au/dataset/58cef66f-2e4b-4283-8511-ded8d28fd9aa/resource/f0530465-c8b8-4af8-bdc1-3d9c18ae424d/download/board-of-the-queensland-museum-annual-report-consultancies-2016-17.xlsx,XLSX,Consultancies reported in the Board of the Queensland Museum Annual Report 2016-2017,2018-10-23T02:49:01.282675,2018-10-23T02:49:01.133956,13.5 KiB,Creative Commons Attribution 4.0
Queensland Museum collection of specimens of other invertebrates,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:14:39.826733,2019-07-10T16:42:35.344871,"A list of specimens of other invertebrate species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/3efc094b-a1e3-4ca9-8f02-f5ce8ee0bd07,,,Queensland Museum collection records of other invertebrates,http://www.qm.qld.gov.au/microsites/data/other-invertebrates-data/other-invertebrates-data.csv,CSV,"A CSV file containing records of all specimens of other invertebrates in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/other-invertebrates-data/headings.csv).",2014-02-18T23:15:01.283733,2017-06-23T00:00:00,59.3 MiB,Creative Commons Attribution 4.0
Board of the Queensland Museum Annual Report - Overseas Travel 2019-2020,Queensland Museum,opendata@qm.qld.gov.au,2020-09-30T04:54:22.172465,2020-09-30T04:55:56.841154,Appendix to the Queensland Museum Annual Report for 2019-2020 that contains overseas travel data,data.qld.gov.au,https://data.qld.gov.au/dataset/d94f760b-b1c9-4fd6-b7de-ab3c68be5485,,,Queensland Museum Network Travel 2019-20,https://www.data.qld.gov.au/dataset/d94f760b-b1c9-4fd6-b7de-ab3c68be5485/resource/03fede96-d938-43a0-b734-013d03d08869/download/2019-20-annual-report-overseas-travel-reporting-template_1_corrected.csv,CSV,Excel file containing overseas travel data as reported on the  Queensland Museum Annual Report for 2019-2020,2020-09-30T04:55:13.087218,2020-10-22T00:04:37.502085,816 bytes,Creative Commons Attribution 4.0
Board of the Queensland Museum Annual Report - Overseas Travel 2017-2018,Queensland Museum,opendata@qm.qld.gov.au,2018-10-12T06:28:44.035627,2019-07-10T16:42:44.062106,Appendix to the Queensland Museum Annual Report for 2017-2018 that contains overseas travel data,data.qld.gov.au,https://data.qld.gov.au/dataset/947d2ae4-5497-453d-b528-b57e742d3242,,,Queensland Museum Network Travel 2017-18.xlsx,https://www.data.qld.gov.au/dataset/947d2ae4-5497-453d-b528-b57e742d3242/resource/99a9739c-a0d2-4a6b-b243-733b18a1e5fe/download/queensland-museum-network-travel-2017-18.xlsx,XLSX,Excel file containing overseas travel data as reported on the  Queensland Museum Annual Report for 2017-2018,2018-10-12T06:29:46.084412,2018-10-12T06:29:45.999966,15.7 KiB,Creative Commons Attribution 4.0
Board of the Queensland Museum Annual Report - Overseas Travel 2016-2017,Queensland Museum,opendata@qm.qld.gov.au,2018-10-23T02:51:51.574782,2019-07-10T09:25:56.068940,Appendix to the Queensland Museum Annual Report for 2016-2017 that contains overseas travel data,data.qld.gov.au,https://data.qld.gov.au/dataset/b3248d33-5118-464b-9e06-dc291934bfc2,,,Board of the Queensland Museum Annual Report - Overseas Travel 2016-17,https://www.data.qld.gov.au/dataset/b3248d33-5118-464b-9e06-dc291934bfc2/resource/9f44f6cd-3e93-4656-a881-12c4d9b3e4a7/download/board-of-the-queensland-museum-annual-report-overseas-travel-2016-17.xlsx,XLSX,Overseas travel data reported in the Board of the Queensland Museum Annual Report 2016-2017,2018-10-23T02:52:55.261661,2018-10-23T02:52:55.181849,11.3 KiB,Creative Commons Attribution 4.0
Printable 3D model of an Ichthyosaur paddle,Queensland Museum,opendata@qm.qld.gov.au,2016-07-28T04:53:24.933290,2019-07-10T09:03:48.653088,The printable 3D model of an Ichthyosaur paddle in OBJ format. The Ichthyosaur paddle is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/9b7382a5-3589-424b-8351-153946c2576c,,,Printable 3D model of an Ichthyosaur paddle - OBJ file,http://www.qm.qld.gov.au/microsites/data/3d-models/Ichthyosaur-Paddle/Ichthyosaur_Paddle.obj,OBJ,An OBJ file containing the geometry definition of the 3D model of an Ichthyosaur paddle.,2016-07-28T04:56:03.396350,,114.8 MiB,Creative Commons Attribution 4.0
Printable 3D model of a Muttaburrasaurus skull,Queensland Museum,opendata@qm.qld.gov.au,2016-07-28T05:01:08.866363,2019-07-10T09:03:43.416013,The printable 3D model of a Muttaburrasaurus skull in OBJ format. The Muttaburrasaurus skull is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/a0c42251-ce88-48a2-b8f9-a940c88521fe,,,Printable 3D model of a Muttaburrasaurus skull - OBJ file,http://www.qm.qld.gov.au/microsites/data/3d-models/Muttaburrasaurus-skull-half/Muttaburrasaurus_skull1_1.obj,OBJ,An OBJ file containing the geometry definition of the 3D model of a *Muttaburrasaurus* skull.,2016-07-28T05:04:24.991030,,143.2 MiB,Creative Commons Attribution 4.0
Printable 3D model of an Ammonite,Queensland Museum,opendata@qm.qld.gov.au,2016-07-28T04:40:16.614711,2019-07-10T09:03:47.299030,The printable 3D model of an Ammonite in OBJ format. The Ammonite is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/755b51fb-22f3-4f74-9652-2ad943dce747,,,Printable 3D model of an Ammonite - OBJ file,http://www.qm.qld.gov.au/microsites/data/3d-models/Large-Ammonite/Large_Ammonite.obj,OBJ,An OBJ file containing the geometry definition of the 3D model of an Ammonite.,2016-07-28T04:45:08.076746,,469.7 MiB,Creative Commons Attribution 4.0
Printable 3D model of an Ammonite,Queensland Museum,opendata@qm.qld.gov.au,2016-07-28T04:40:16.614711,2019-07-10T09:03:47.299030,The printable 3D model of an Ammonite in OBJ format. The Ammonite is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/755b51fb-22f3-4f74-9652-2ad943dce747,,,Printable 3D model of an Ammonite - MTL file,http://www.qm.qld.gov.au/microsites/data/3d-models/Large-Ammonite/Large_Ammonite.obj.mtl,MTL,The Material Template Library (MTL) file that describes the surface shading properties of the 3D model of an Ammonite.,2016-07-28T04:48:48.953718,2016-07-28T00:00:00,214 bytes,Creative Commons Attribution 4.0
Printable 3D model of a block of Ammonite,Queensland Museum,opendata@qm.qld.gov.au,2016-07-28T04:16:37.988385,2019-07-10T09:03:42.333408,The printable 3D model of a block of Ammonite in OBJ format. The block of Ammonite is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/f8b174d5-48a3-4867-b34f-1bf2e62f6ce6,,,Printable 3D model of a block of Ammonite - OBJ file,http://www.qm.qld.gov.au/microsites/data/3d-models/Ammonite-Block/Ammonite_Block.obj,OBJ,An OBJ file containing the geometry definition of the 3D model of a block of Ammonite.,2016-07-28T04:25:25.716771,,469.8 MiB,Creative Commons Attribution 4.0
Printable 3D model of a block of Ammonite,Queensland Museum,opendata@qm.qld.gov.au,2016-07-28T04:16:37.988385,2019-07-10T09:03:42.333408,The printable 3D model of a block of Ammonite in OBJ format. The block of Ammonite is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/f8b174d5-48a3-4867-b34f-1bf2e62f6ce6,,,Printable 3D model of a block of Ammonite - MTL file,http://www.qm.qld.gov.au/microsites/data/3d-models/Ammonite-Block/Ammonite_Block.obj.mtl,MTL,The Material Template Library (MTL) file that describes the surface shading properties of the 3D model of a block of Ammonite.,2016-07-28T04:30:08.063065,2016-07-28T00:00:00,214 bytes,Creative Commons Attribution 4.0
3D model of the mandible of Sarcophilus laniarius,Queensland Museum,opendata@qm.qld.gov.au,2014-07-10T00:02:47.607586,2019-07-10T07:50:24.731311,The 3D model of the mandible of *Sarcophilus laniarius* in OBJ format. The  mandible of *Sarcophilus laniarius* is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/da34ffc8-b31e-4467-b4e3-0071790158ea,,,3D model of the Sarcophilus laniarius mandible - OBJ file,http://www.qm.qld.gov.au/microsites/data/3d-models/Sarcophilus-laniarius/Sarcophilus laniarius mandible 800k poly.obj,OBJ,An OBJ file containing the geometry definition of the 3D model of the *Sarcophilus laniarius* mandible.,2014-07-10T00:03:20.192093,,92.3 MiB,Creative Commons Attribution 4.0
3D model of the mandible of Sarcophilus laniarius,Queensland Museum,opendata@qm.qld.gov.au,2014-07-10T00:02:47.607586,2019-07-10T07:50:24.731311,The 3D model of the mandible of *Sarcophilus laniarius* in OBJ format. The  mandible of *Sarcophilus laniarius* is from the Queensland Museum Geosciences collection.,data.qld.gov.au,https://data.qld.gov.au/dataset/da34ffc8-b31e-4467-b4e3-0071790158ea,,,3D model of the Sarcophilus laniarius mandible - MTL file,http://www.qm.qld.gov.au/microsites/data/3d-models/Sarcophilus-laniarius/Sarcophilus laniarius mandible 800k poly.mtl,MTL,The Material Template Library (MTL) file that describes the surface shading properties of the 3D model of the *Sarcophilus laniarius* mandible.,2014-07-10T00:03:48.433679,,786 bytes,Creative Commons Attribution 4.0
